location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,Puissance Fiscale
Nabeul,17 hours ago,320000.0,Noir,37000.0,Avec kilométrage,2.0,2007.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,8.0
Tunis,17 hours ago,170000.0,Rouge,31500.0,Avec kilométrage,1.4,2010.0,Manuelle,mini,Cooper,Autres,Essence,4.0
Tunis,18 hours ago,78000.0,Bleu,37800.0,Avec kilométrage,1.2,2018.0,Automatique,Fiat,500,Autres,Essence,4.0
Ben Arous,18 hours ago,68000.0,Noir,89500.0,Avec kilométrage,1.1,2021.0,Manuelle,Volkswagen,Golf 8,Berline,Essence,6.0
Tunis,18 hours ago,42500.0,Rouge,82000.0,Avec kilométrage,1.1,2020.0,Manuelle,Volkswagen,Tiguan,4 x 4,Essence,6.0
Tunis,18 hours ago,69000.0,Blanc,79500.0,Avec kilométrage,1.1,2020.0,Manuelle,Volkswagen,Touareg,4 x 4,Essence,6.0
Nabeul,18 hours ago,142000.0,Rouge,105000.0,Avec kilométrage,2.2,2015.0,Automatique,Land Rover,Range Rover Evoque,4 x 4,Diesel,11.0
Ariana,18 hours ago,40000.0,Blanc,44000.0,Avec kilométrage,1.2,2023.0,Automatique,Toyota,Aygo,Autres,Essence,5.0
Ben Arous,18 hours ago,171000.0,Noir,52000.0,Avec kilométrage,1.8,2014.0,Manuelle,Audi,A3,Berline,Essence,10.0
Sousse,18 hours ago,160000.0,Blanc,57000.0,Avec kilométrage,1.4,2018.0,Automatique,Skoda,Octavia,Berline,Essence,8.0
Monastir,18 hours ago,53000.0,Gris,86000.0,Nouveau,1.0,2022.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Ben Arous,18 hours ago,39000.0,Blanc,47000.0,Avec kilométrage,1.1,2023.0,Manuelle,Hyundai,I 10,Compacte,Essence,4.0
Sfax,18 hours ago,145000.0,Blanc,40000.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Tunis,18 hours ago,65000.0,Gris,48000.0,Nouveau,1.6,2019.0,Manuelle,Chery,Tiggo,4 x 4,Essence,8.0
Nabeul,19 hours ago,32000.0,Bleu,63000.0,Nouveau,1.0,2022.0,Automatique,Dacia,Sandero,Autres,Essence,6.0
Ariana,19 hours ago,92000.0,Rouge,99000.0,Nouveau,1.6,2021.0,Manuelle,Kia,Sportage,4 x 4,Diesel,7.0
Médenine,a day ago,120000.0,Blanc,53000.0,Avec kilométrage,1.0,2020.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Nabeul,a day ago,160000.0,Autre,39000.0,Avec kilométrage,1.5,2017.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Ariana,a day ago,42000.0,Blanc,35000.0,Nouveau,1.2,2021.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Kasserine,a day ago,300000.0,Bleu,11500.0,Nouveau,1.2,1997.0,Manuelle,Peugeot,106,Compacte,Essence,6.0
Tunis,a day ago,60000.0,Noir,140000.0,Nouveau,1.6,2021.0,Automatique,Kia,Sorento,Autres,Hybride essence,7.0
Ariana,a day ago,151000.0,Gris,28000.0,Avec kilométrage,1.2,2014.0,Manuelle,Hyundai,I 10,Autres,Essence,5.0
Kairouan,a day ago,60000.0,Gris,55000.0,Nouveau,4.0,2022.0,Manuelle,Fiat,Tipo,Berline,Essence,5.0
Tunis,a day ago,172000.0,Rouge,55000.0,Avec kilométrage,1.2,2015.0,Manuelle,mini,One,Autres,Essence,5.0
Bizerte,a day ago,150000.0,Blanc,34500.0,Avec kilométrage,1.2,2020.0,Manuelle,Volkswagen,UP,Compacte,Essence,4.0
Bizerte,a day ago,180000.0,Gris,30000.0,Avec kilométrage,1.4,2020.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Gafsa,a day ago,320000.0,Blanc,14000.0,Avec kilométrage,1.4,2002.0,Manuelle,Peugeot,206+,Berline,Essence,5.0
Tunis,a day ago,220000.0,Blanc,24500.0,Avec kilométrage,2.0,2010.0,Manuelle,Volkswagen,Caddy,Utilitaire,Diesel,7.0
Tunis,a day ago,99500.0,Bleu,50000.0,Avec kilométrage,1.8,2018.0,Manuelle,Renault,Kadjar,Autres,Essence,7.0
Ben Arous,a day ago,115000.0,Blanc,43000.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,208,Compacte,Diesel,5.0
Tunis,a day ago,60000.0,Autre,65000.0,Nouveau,1.4,2021.0,Manuelle,Renault,Megane,Autres,Essence,7.0
La Manouba,a day ago,100000.0,Autre,22000.0,Nouveau,1.6,2020.0,Manuelle,Autres,Autres,Autres,Diesel,5.0
Tunis,a day ago,71555.0,Blanc,28000.0,Avec kilométrage,1.2,2016.0,Manuelle,Chevrolet,Spark,Compacte,Essence,5.0
Ben Arous,a day ago,300000.0,Noir,26800.0,RS,1.9,2005.0,Automatique,Volkswagen,Passat CC,Berline,Diesel,8.0
Médenine,a day ago,19000.0,Noir,120000.0,Nouveau,1.6,2023.0,Automatique,Peugeot,5008,Compacte,Essence,7.0
Tunis,a day ago,230000.0,Noir,48500.0,Avec kilométrage,1.8,2008.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,11.0
Monastir,a day ago,135000.0,Blanc,58000.0,Avec kilométrage,1.5,2020.0,Manuelle,Renault,Megane,Compacte,Diesel,6.0
Nabeul,a day ago,260000.0,Blanc,11000.0,Avec kilométrage,1.0,2015.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Sfax,a day ago,154000.0,Rouge,38500.0,Avec kilométrage,1.2,2015.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ben Arous,a day ago,42296.0,Blanc,62000.0,Nouveau,2.0,2020.0,Manuelle,Peugeot,Expert,Utilitaire,Diesel,7.0
Ben Arous,a day ago,270000.0,Noir,28900.0,Avec kilométrage,1.6,2012.0,Manuelle,Citroen,C4,Berline,Essence,6.0
Nabeul,a day ago,78000.0,Gris,36000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Bizerte,a day ago,50000.0,Noir,124000.0,Nouveau,1.6,2021.0,Automatique,Kia,Sportage,4 x 4,Hybride Diesel,7.0
Tunis,a day ago,196000.0,Noir,29500.0,Avec kilométrage,1.2,2012.0,Manuelle,Peugeot,207,Compacte,Essence,5.0
Tunis,a day ago,250000.0,Blanc,27000.0,Avec kilométrage,1.5,2018.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Tunis,a day ago,326000.0,Noir,30800.0,Avec kilométrage,1.6,2009.0,Manuelle,Volkswagen,Jetta,Compacte,Essence,7.0
Tunis,a day ago,213000.0,Noir,30800.0,Avec kilométrage,1.2,2012.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ariana,a day ago,100000.0,Blanc,44500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,a day ago,180000.0,Beige,59500.0,Avec kilométrage,1.2,2020.0,Automatique,Volkswagen,Golf 7,Berline,Essence,6.0
Ariana,a day ago,80000.0,Blanc,56500.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Berline,Diesel,5.0
Ariana,a day ago,48000.0,Rouge,65500.0,Nouveau,1.2,2024.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,a day ago,99000.0,Bleu,49500.0,Avec kilométrage,1.2,2020.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,a day ago,80000.0,Blanc,47500.0,Avec kilométrage,1.6,2020.0,Manuelle,Citroen,C3,Berline,Diesel,5.0
Ariana,a day ago,90000.0,Blanc,56500.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,308,Berline,Diesel,5.0
Ariana,a day ago,90000.0,Blanc,59500.0,Nouveau,1.6,2020.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,5.0
La Manouba,a day ago,8000.0,Rouge,36800.0,Nouveau,1.2,2023.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Mahdia,a day ago,50000.0,Blanc,19000.0,Pièces manquantes,1.6,2020.0,Manuelle,Citroen,Berlingo,Autres,Diesel,5.0
Sfax,a day ago,116107.0,Blanc,65000.0,Nouveau,2.0,2020.0,Manuelle,Peugeot,Expert,Utilitaire,Diesel,6.0
Ariana,a day ago,217000.0,Gris,31500.0,Avec kilométrage,1.6,2015.0,Manuelle,Renault,Fluence,Berline,Essence,7.0
Le Kef,a day ago,210000.0,Gris,98989.0,Avec kilométrage,4.0,2012.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Ariana,a day ago,175000.0,Noir,60000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 3 GT,Berline,Essence,7.0
Tunis,a day ago,180000.0,Blanc,62000.0,Avec kilométrage,1.8,2012.0,Manuelle,Audi,A5,Cabriolet,Essence,9.0
Nabeul,a day ago,190000.0,Noir,86000.0,Avec kilométrage,1.6,2019.0,Automatique,Volkswagen,Golf 7,Berline,Essence,6.0
Tunis,a day ago,99000.0,Gris,94000.0,Avec kilométrage,2.0,2014.0,Automatique,Mercedes-Benz,Classe GLA,Autres,Essence,8.0
Ben Arous,a day ago,25000.0,Rouge,17000.0,Nouveau,1.2,2012.0,Manuelle,Fiat,Grande Punto,Berline,Essence,5.0
Mahdia,a day ago,95780.0,Gris,67000.0,Avec kilométrage,1.2,2019.0,Manuelle,Seat,Leon,Berline,Essence,6.0
Ariana,a day ago,246000.0,Blanc,51000.0,Avec kilométrage,1.9,2015.0,Automatique,Mazda,6,Berline,Essence,9.0
Tataouine,a day ago,143000.0,Blanc,53000.0,Nouveau,1.5,2022.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Tunis,a day ago,113000.0,Blanc,11111.0,Nouveau,1.2,2018.0,Automatique,Nissan,Qashqai,4 x 4,Essence,6.0
Jendouba,a day ago,268000.0,Gris,48500.0,Avec kilométrage,2.0,2013.0,Manuelle,Volkswagen,Amarok,4 x 4,Diesel,8.0
Zaghouan,a day ago,194000.0,Argent,17000.0,Avec kilométrage,1.2,2006.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Tunis,a day ago,70000.0,Blanc,41500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Kairouan,a day ago,174000.0,Noir,56000.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
Ariana,2 days ago,37000.0,Noir,85000.0,Avec kilométrage,1.6,2020.0,Automatique,Audi,A3,Berline,Essence,6.0
Tunis,2 days ago,153000.0,Gris,29500.0,Avec kilométrage,1.6,2008.0,Manuelle,Ford,Focus,Compacte,Essence,7.0
Tunis,2 days ago,153000.0,Noir,112000.0,Nouveau,1.4,2015.0,Automatique,Mercedes-Benz,Classe C,Autres,Essence,8.0
Ben Arous,2 days ago,185000.0,Gris,21000.0,Nouveau,1.2,2001.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Bizerte,2 days ago,74000.0,Rouge,31000.0,Avec kilométrage,1.2,2018.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Ben Arous,2 days ago,188600.0,Argent,30000.0,Avec kilométrage,1.0,2015.0,Manuelle,Hyundai,I 10,Berline,Essence,4.0
Mahdia,2 days ago,110325.0,Bleu,39500.0,Avec kilométrage,1.2,2016.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sousse,2 days ago,327100.0,Blanc,18500.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,Nemo,Autres,Diesel,5.0
Médenine,2 days ago,177000.0,Blanc,65000.0,Nouveau,1.6,2021.0,Manuelle,Citroen,Jumpy,Utilitaire,Diesel,5.0
Ariana,2 days ago,74000.0,Rouge,31000.0,Avec kilométrage,1.2,2018.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Ariana,2 days ago,280000.0,Noir,47500.0,Avec kilométrage,1.9,2009.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Sousse,2 days ago,199000.0,Blanc,42000.0,Avec kilométrage,1.5,2019.0,Manuelle,Peugeot,208,Compacte,Diesel,5.0
Tunis,2 days ago,215000.0,Noir,45000.0,Avec kilométrage,1.2,2014.0,Manuelle,Volkswagen,Golf,Autres,Essence,5.0
Bizerte,2 days ago,105000.0,Bleu,35000.0,Nouveau,1.0,2019.0,Manuelle,Skoda,Fabia,Compacte,Essence,4.0
Tunis,2 days ago,170000.0,Blanc,68000.0,Nouveau,1.5,2011.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9.0
Tunis,2 days ago,200000.0,Blanc,35000.0,Nouveau,1.4,2010.0,Manuelle,Renault,Megane,Autres,Essence,7.0
Médenine,2 days ago,230000.0,Bleu,19000.0,Avec kilométrage,1.6,2000.0,Manuelle,Renault,Scenic,Compacte,Essence,6.0
Tunis,2 days ago,184000.0,Blanc,36000.0,Nouveau,1.2,2014.0,Manuelle,Volkswagen,Polo,Autres,Diesel,5.0
Tunis,2 days ago,128000.0,Gris,29000.0,Avec kilométrage,1.2,2018.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ariana,2 days ago,65000.0,Blanc,198000.0,Nouveau,1.6,2022.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,8.0
Ariana,2 days ago,330000.0,Blanc,59000.0,Avec kilométrage,3.0,1999.0,Automatique,Toyota,Prado,4 x 4,Diesel,10.0
Ariana,2 days ago,210000.0,Noir,52000.0,Avec kilométrage,2.0,2014.0,Automatique,Hyundai,Ix 35,4 x 4,Diesel,11.0
Ariana,2 days ago,150000.0,Doré,59000.0,Avec kilométrage,2.2,2016.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Ariana,2 days ago,20000.0,Blanc,135000.0,Nouveau,1.5,2022.0,Automatique,Nissan,Qashqai,4 x 4,Essence,7.0
Ariana,2 days ago,115000.0,Noir,37000.0,Avec kilométrage,1.2,2015.0,Manuelle,Smart,Smart,Compacte,Essence,4.0
Ariana,2 days ago,110000.0,Blanc,152000.0,Nouveau,2.4,2021.0,Automatique,Toyota,Hilux,Pick up,Diesel,8.0
Tunis,2 days ago,190000.0,Blanc,39700.0,Nouveau,2.0,2010.0,Automatique,Volkswagen,Passat CC,Berline,Essence,13.0
Tunis,2 days ago,166000.0,Noir,51200.0,Nouveau,1.5,2018.0,Manuelle,Renault,Megane Estate,Berline,Diesel,5.0
Médenine,2 days ago,65000.0,Autre,98637.0,Avec kilométrage,1.6,2020.0,Automatique,Volkswagen,T-ROC,Autres,Diesel,5.0
Sfax,2 days ago,14000.0,Rouge,31000.0,Avec kilométrage,1.6,2021.0,Manuelle,Suzuki,SX4,Autres,Essence,5.0
Ben Arous,2 days ago,34000.0,Gris,82800.0,Avec kilométrage,1.2,2021.0,Automatique,Toyota,Corolla,Autres,Essence,6.0
Kairouan,2 days ago,200000.0,Noir,28000.0,Avec kilométrage,1.2,2012.0,Manuelle,Opel,Corsa,Compacte,Essence,5.0
Bizerte,2 days ago,180000.0,Bleu,26500.0,Avec kilométrage,1.2,2009.0,Manuelle,Fiat,500,Compacte,Essence,4.0
Ben Arous,2 days ago,13422.0,Gris,57000.0,Avec kilométrage,1.2,2022.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Sfax,2 days ago,38600.0,Autre,39000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Mahdia,2 days ago,300000.0,Blanc,14000.0,Avec kilométrage,1.9,2006.0,Manuelle,Peugeot,Boxer,Berline,Diesel,7.0
Ariana,2 days ago,282000.0,Jaune,28000.0,Avec kilométrage,3.0,2009.0,Manuelle,mini,One,Autres,Essence,5.0
Béja,2 days ago,260000.0,Gris,20500.0,Nouveau,1.6,2005.0,Manuelle,Peugeot,407,Compacte,Essence,7.0
Tunis,2 days ago,10000.0,Noir,29130.0,Avec kilométrage,2.0,2018.0,Automatique,BMW,Serie 7,Berline,Essence,15.0
Médenine,2 days ago,169000.0,Blanc,32500.0,Nouveau,1.6,2015.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Sfax,2 days ago,130000.0,Gris,25200.0,Nouveau,1.2,2010.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Sfax,2 days ago,180000.0,Gris,32500.0,Nouveau,1.6,2016.0,Manuelle,Peugeot,Partner,Compacte,Diesel,5.0
Kasserine,2 days ago,213000.0,Noir,42500.0,Nouveau,1.6,2012.0,Manuelle,Citroen,C5,Berline,Diesel,6.0
Ariana,2 days ago,100000.0,Rouge,28600.0,Avec kilométrage,1.2,2017.0,Manuelle,Hyundai,I 10,Compacte,Essence,4.0
Ariana,2 days ago,45000.0,Gris,92500.0,Avec kilométrage,1.0,2021.0,Manuelle,Volkswagen,Golf 8,Compacte,Essence,6.0
Gabès,2 days ago,128000.0,Blanc,75000.0,Avec kilométrage,1.6,2016.0,Manuelle,Mercedes-Benz,Classe CLA,Berline,Essence,7.0
Nabeul,2 days ago,68500.0,Gris,49500.0,Avec kilométrage,1.4,2021.0,Manuelle,Fiat,Tipo,Berline,Essence,5.0
Tunis,2 days ago,86000.0,Gris,26000.0,Avec kilométrage,3.0,2013.0,Manuelle,Peugeot,301,Compacte,Essence,4.0
Béja,2 days ago,178000.0,Noir,20500.0,Nouveau,1.2,2016.0,Manuelle,Citroen,C-Elysée,Compacte,Essence,5.0
Jendouba,2 days ago,300000.0,Blanc,25000.0,Avec kilométrage,1.6,2010.0,Manuelle,Opel,Astra,Compacte,Essence,5.0
Sousse,2 days ago,15000.0,Gris,46800.0,Avec kilométrage,1.2,2023.0,Manuelle,Kia,Picanto,Compacte,Essence,5.0
Tunis,2 days ago,119000.0,Bleu,44999.0,Avec kilométrage,4.0,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Bizerte,2 days ago,129000.0,Bleu,38800.0,Avec kilométrage,1.2,2021.0,Manuelle,Suzuki,Swift,Compacte,Essence,5.0
Tunis,2 days ago,90000.0,Blanc,43500.0,Avec kilométrage,1.4,2018.0,Automatique,Fiat,500,Cabriolet,Essence,4.0
Tunis,2 days ago,142000.0,Noir,33900.0,Avec kilométrage,1.2,2014.0,Manuelle,Renault,Capture,4 x 4,Essence,6.0
Monastir,2 days ago,85000.0,Noir,52000.0,Nouveau,1.0,2020.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,2 days ago,115000.0,Noir,24500.0,Avec kilométrage,1.4,2009.0,Manuelle,Peugeot,308,Berline,Essence,6.0
Bizerte,2 days ago,130000.0,Rouge,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Nissan,Micra,Berline,Essence,5.0
Ben Arous,2 days ago,300000.0,Rouge,19400.0,Avec kilométrage,1.4,2004.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Tunis,2 days ago,155000.0,Blanc,26500.0,Nouveau,4.0,2015.0,Manuelle,Fiat,Punto,Berline,Essence,4.0
Médenine,2 days ago,154000.0,Gris,82000.0,Avec kilométrage,1.6,2018.0,Manuelle,Nissan,Qashqai,4 x 4,Diesel,7.0
Sfax,2 days ago,45000.0,Noir,48500.0,Nouveau,1.6,2021.0,Manuelle,Ssangyong,Tivoli,4 x 4,Essence,6.0
Tunis,2 days ago,210000.0,Noir,32500.0,Avec kilométrage,1.2,2011.0,Manuelle,Seat,Ibiza,Compacte,Essence,5.0
Tunis,2 days ago,49000.0,Blanc,35000.0,Nouveau,1.2,2020.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Sfax,2 days ago,370000.0,Noir,34000.0,Avec kilométrage,1.5,2015.0,Automatique,Peugeot,Clio,Berline,Essence,6.0
Sfax,2 days ago,200000.0,Blanc,56000.0,Avec kilométrage,1.6,2015.0,Manuelle,Nissan,Qashqai,Compacte,Diesel,7.0
Ben Arous,2 days ago,164600.0,Gris,35000.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,3008,Monospace,Essence,7.0
Tunis,2 days ago,89000.0,Blanc,30000.0,Avec kilométrage,1.6,2011.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Tunis,2 days ago,244000.0,Bleu,38000.0,Avec kilométrage,1.2,2011.0,Manuelle,Volkswagen,Golf 6,Monospace,Essence,5.0
Nabeul,2 days ago,179000.0,Gris,50000.0,Avec kilométrage,2.0,2018.0,Manuelle,Toyota,Land Cruiser,4 x 4,Diesel,7.0
Ariana,2 days ago,41200.0,Rouge,85000.0,Avec kilométrage,1.2,2021.0,Automatique,Peugeot,2008,Autres,Essence,7.0
Ben Arous,2 days ago,51000.0,Gris,40500.0,Avec kilométrage,1.0,2019.0,Manuelle,Kia,Picanto,Autres,Essence,4.0
Tunis,2 days ago,89000.0,Blanc,39500.0,Nouveau,1.6,2020.0,Manuelle,Chery,Tiggo,Compacte,Essence,8.0
La Manouba,2 days ago,320000.0,Blanc,12400.0,Avec kilométrage,1.4,1998.0,Manuelle,Volkswagen,Polo,Autres,Essence,4.0
Sfax,2 days ago,58000.0,Blanc,23500.0,Avec kilométrage,1.2,2019.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Sfax,2 days ago,126000.0,Noir,39003.0,Avec kilométrage,1.2,2020.0,Manuelle,Hyundai,Grand i10,Compacte,Essence,5.0
Ariana,2 days ago,46000.0,Gris,153000.0,Avec kilométrage,2.4,2022.0,Automatique,Mitsubishi,L200,Pick up,Diesel,8.0
Sfax,2 days ago,155000.0,Blanc,27500.0,Nouveau,1.4,2017.0,Manuelle,Citroen,Nemo,Berline,Diesel,5.0
Nabeul,2 days ago,100000.0,Noir,99000.0,Avec kilométrage,1.6,2020.0,Automatique,Kia,Sportage,Pick up,Essence,8.0
Tunis,2 days ago,94000.0,Rouge,32000.0,Avec kilométrage,1.2,2015.0,Manuelle,Volkswagen,UP,Compacte,Essence,4.0
Sfax,2 days ago,285000.0,Gris,16000.0,Avec kilométrage,1.9,2003.0,Manuelle,Renault,Laguna Estate,Berline,Diesel,6.0
Monastir,2 days ago,35000.0,Blanc,75000.0,Nouveau,2.2,2021.0,Manuelle,Ford,Transit,Autres,Diesel,7.0
Sfax,2 days ago,210000.0,Beige,25000.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Autres,Essence,5.0
Tunis,2 days ago,111000.0,Gris,159000.0,Avec kilométrage,1.5,2019.0,Automatique,Mercedes-Benz,Classe C,Berline,Hybride essence,10.0
Sousse,2 days ago,169000.0,Noir,100000.0,Avec kilométrage,1.4,2018.0,Automatique,Audi,A5,Berline,Essence,8.0
Ben Arous,2 days ago,179000.0,Noir,27000.0,Avec kilométrage,1.2,2018.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Sfax,2 days ago,328000.0,Blanc,29500.0,Avec kilométrage,2.2,2014.0,Manuelle,Fiat,Ducato,Autres,Diesel,8.0
Sousse,2 days ago,95000.0,Blanc,33000.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Monastir,2 days ago,27000.0,Rouge,43000.0,Avec kilométrage,1.0,2022.0,Automatique,Hyundai,I 10,Berline,Essence,4.0
Bizerte,2 days ago,130000.0,Rouge,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Nissan,Micra,Berline,Essence,5.0
Sousse,2 days ago,122000.0,Noir,155000.0,RS,2.5,2018.0,Automatique,Mercedes-Benz,250,Pick up,Diesel,8.0
Ben Arous,2 days ago,350000.0,Marron,30000.0,Avec kilométrage,2.0,2012.0,Manuelle,Ssangyong,Actyon,4 x 4,Diesel,7.0
Ben Arous,2 days ago,200000.0,Blanc,28500.0,Avec kilométrage,1.4,2012.0,Automatique,Chevrolet,Cruze,Compacte,Essence,7.0
Ariana,2 days ago,193000.0,Gris,17000.0,Avec kilométrage,1.4,2006.0,Manuelle,Peugeot,206+,Compacte,Essence,5.0
Ariana,2 days ago,260000.0,Noir,38000.0,Avec kilométrage,1.6,2009.0,Manuelle,BMW,Serie 3,Berline,Essence,7.0
Mahdia,2 days ago,248000.0,Gris,65000.0,RS,1.6,2014.0,Manuelle,Nissan,X-Trail,4 x 4,Diesel,7.0
Kasserine,2 days ago,250000.0,Noir,170000.0,Avec kilométrage,2.0,1994.0,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,8.0
Ariana,2 days ago,30000.0,Rouge,31500.0,Nouveau,1.0,2021.0,Manuelle,Fiat,Panda,Compacte,Essence,4.0
Ariana,2 days ago,230000.0,Noir,48000.0,Avec kilométrage,1.6,2009.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9.0
Tunis,2 days ago,200000.0,Noir,20800.0,Avec kilométrage,1.2,2006.0,Manuelle,Fiat,Siena,Berline,Essence,5.0
Sidi Bouzid,2 days ago,260000.0,Noir,31000.0,Avec kilométrage,1.6,2006.0,Manuelle,Volkswagen,Passat,Berline,Essence,7.0
Ariana,2 days ago,280000.0,Noir,20500.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sfax,2 days ago,50000.0,Noir,66500.0,Nouveau,1.2,2021.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Médenine,2 days ago,143200.0,Bleu,42000.0,Nouveau,1.2,2013.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Médenine,2 days ago,350000.0,Marron,13500.0,Avec kilométrage,1.5,2012.0,Manuelle,Dacia,Logan,Utilitaire,Diesel,6.0
Ariana,2 days ago,118000.0,Bleu,39500.0,Avec kilométrage,1.2,2015.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Tunis,2 days ago,346000.0,Noir,42800.0,Avec kilométrage,2.2,2006.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,10.0
Tunis,2 days ago,132000.0,Gris,53000.0,Avec kilométrage,1.2,2019.0,Manuelle,Renault,Megane Estate,Berline,Essence,7.0
La Manouba,2 days ago,215000.0,Gris,23500.0,Avec kilométrage,1.6,2009.0,Manuelle,Citroen,C4,Berline,Diesel,6.0
Ben Arous,2 days ago,210000.0,Bleu,13500.0,Avec kilométrage,1.4,2000.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Tunis,2 days ago,400000.0,Gris,21000.0,Avec kilométrage,1.0,2006.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Ariana,2 days ago,200000.0,Noir,65000.0,Avec kilométrage,1.5,2015.0,Manuelle,Mercedes-Benz,Clio,Berline,Essence,6.0
La Manouba,3 days ago,156000.0,Blanc,27000.0,Nouveau,1.3,2018.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Ariana,3 days ago,158000.0,Gris,37000.0,Avec kilométrage,1.4,2012.0,Automatique,Volkswagen,Polo,Compacte,Essence,5.0
Gabès,3 days ago,222222.0,Beige,28500.0,Avec kilométrage,1.6,2009.0,Manuelle,mini,One,Autres,Essence,4.0
Sfax,3 days ago,182000.0,Noir,18500.0,Avec kilométrage,1.4,2006.0,Manuelle,Peugeot,206+,Compacte,Essence,5.0
Ariana,3 days ago,57000.0,Gris,38000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Ben Arous,3 days ago,230000.0,Noir,23500.0,Avec kilométrage,1.0,2010.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Ariana,3 days ago,330000.0,Gris,26000.0,Avec kilométrage,1.4,2005.0,Manuelle,Volkswagen,Golf,Utilitaire,Essence,5.0
Tunis,3 days ago,145000.0,Blanc,22900.0,Avec kilométrage,1.2,2017.0,Manuelle,Chevrolet,Spark,Compacte,Essence,4.0
Tunis,3 days ago,234500.0,Gris,34500.0,Nouveau,1.2,2014.0,Manuelle,Fiat,500,Compacte,Essence,4.0
